爆 B-TYPE
炸 I-TYPE
发 O
生 O
后 O
， O
陈 B-OPER
涛 I-OPER
和 O
李 B-OPER
明 I-OPER
协 O
助 O
调 O
查 O
， O
并 O
指 O
挥 O
施 O
救 O
。 O
沪 B-OORG
上 I-OORG
市 I-OORG
公 I-OORG
安 I-OORG
局 I-OORG
发 O
布 O
关 O
于 O
赵 B-LPER
国 I-LPER
栋 I-LPER
等 O
涉 O
嫌 O
敲 B-TYPE
诈 I-TYPE
案 I-TYPE
件 O
侦 O
办 O
情 O
况 O
的 O
通 O
报 O
。 O

爆 B-TYPE
炸 I-TYPE
发 O
生 O
后 O
， O
沈 B-OPER
阳 I-OPER
、 O
陈 B-OPER
兵 I-OPER
在 O
爆 B-TYPE
炸 I-TYPE
现 O
场 O
处 O
理 O
时 O
， O
所 O
在 O
地 O
受 O
到 O
了 O
较 O
大 O
的 O
破 O
坏 O
， O
广 B-OORG
西 I-OORG
省 I-OORG
公 I-OORG
安 I-OORG
厅 I-OORG
发 O
布 O
关 O
于 O
李 B-LPER
明 I-LPER
等 O
涉 O
嫌 O
盗 B-TYPE
窃 I-TYPE
电 O
子 O
商 O
品 O
等 O
案 O
件 O
侦 O
办 O
进 O
展 O
情 O
况 O
的 O
通 O
报 O
。 O

中 O
国 O
网 O
7 B-DATE
月 I-DATE
9 I-DATE
日 I-DATE
电 O
（ O
张 B-OPER
伟 I-OPER
、 O
刘 B-OPER
玲 I-OPER
） O
今 O
日 O
， O
深 B-OORG
圳 I-OORG
市 I-OORG
公 I-OORG
安 I-OORG
局 I-OORG
发 O
布 O
关 O
于 O
赵 B-LPER
莉 I-LPER
等 O
涉 O
嫌 O
绑 B-TYPE
架 I-TYPE
案 O
件 O
侦 O
办 O
情 O
况 O
的 O
通 O
报 O
。 O

爆 B-TYPE
炸 I-TYPE
发 O
生 O
后 O
， O
李 B-PORG
军 I-PORG
、 O
王 B-PORG
海 I-PORG
在 O
事 O
故 O
发 O
现 O
场 O
处 O
理 O
时 O
， O
所 O
在 O
地 O
被 O
涉 O
嫌 O
策 O
划 O
故 O
意 O
破 O
坏 O
案 O
件 O
侦 O
办 O
进 O
展 O
情 O
况 O
的 O
通 O
报 O
。 O

人 O
民 O
网 O
6 B-DATE
月 I-DATE
4 I-DATE
日 I-DATE
电 O
（ O
王 B-OPER
欣 I-OPER
、 O
赵 B-OPER
伟 I-OPER
） O
今 O
日 O
， O
浙 B-OORG
江 I-OORG
省 I-OORG
公 I-OORG
安 I-OORG
厅 I-OORG
发 O
布 O
关 O
于 O
李 B-LPER
杰 I-LPER
等 O
涉 O
嫌 O
非 O
法 B-TYPE
集 I-TYPE
资 I-TYPE
案 O
件 O
侦 O
办 O
情 O
况 O
的 O
通 O
报 O
。 O

中 O
国 O
网 O
9 B-DATE
月 I-DATE
2 I-DATE
0 I-DATE
日 I-DATE
电 O
（ O
王 B-OPER
俊 I-OPER
、 O
李 B-OPER
彬 I-OPER
） O
今 O
日 O
， O
江 B-OORG
苏 I-OORG
省 I-OORG
公 I-OORG
安 I-OORG
厅 I-OORG
发 O
布 O
关 O
于 O
张 B-LPER
辉 I-LPER
、 O
陈 B-LPER
志 I-LPER
等 O
涉 O
嫌 O
故 B-TYPE
意 I-TYPE
杀 I-TYPE
人 I-TYPE
案 O
件 O
侦 O
办 O
情 O
况 O
的 O
通 O
报 O
。 O

爆 B-TYPE
炸 I-TYPE
发 O
生 O
后 O
， O
杭 B-OORG
州 I-OORG
市 I-OORG
公 I-OORG
安 I-OORG
局 I-OORG
发 O
布 O
关 O
于 O
李 B-LPER
强 I-LPER
等 O
涉 O
嫌 O
伤 B-TYPE
人 I-TYPE
案 O
件 O
侦 O
办 O
情 O
况 O
的 O
通 O
报 O
。 O

爆 B-TYPE
炸 I-TYPE
发 O
生 O
后 O
， O
广 B-OORG
东 I-OORG
省 I-OORG
公 I-OORG
安 I-OORG
局 I-OORG
发 O
布 O
关 O
于 O
李 B-LPER
明 I-LPER
等 O
涉 O
嫌 O
盗 B-TYPE
窃 I-TYPE
案 O
件 O
侦 O
办 O
情 O
况 O
的 O
通 O
报 O
。 O

新 O
华 O
网 O
8 B-DATE
月 I-DATE
6 I-DATE
日 I-DATE
电 O
（ O
张 B-OPER
伟 I-OPER
、 O
李 B-OPER
莉 I-OPER
） O
今 O
日 O
， O
浙 B-OORG
江 I-OORG
省 I-OORG
公 I-OORG
安 I-OORG
局 I-OORG
发 O
布 O
关 O
于 O
李 B-LPER
强 I-LPER
等 O
涉 O
嫌 O
故 B-TYPE
意 I-TYPE
伤 I-TYPE
人 I-TYPE
案 O
件 O
侦 O
办 O
情 O
况 O
的 O
通 O
报 O
。 O

爆 B-TYPE
炸 I-TYPE
发 O
生 O
后 O
， O
广 B-OORG
西 I-OORG
省 I-OORG
公 I-OORG
安 I-OORG
局 I-OORG
发 O
布 O
关 O
于 O
王 B-LPER
磊 I-LPER
等 O
